岗位名称,企业名称,最低薪资,最高薪资,工作城市,工作区域,工作街道,学历要求,工作年限要求,企业规模,企业性质,工作类型,岗位发布时间,岗位要求,source,js 有深度学习，机器学习，搜索，推荐等算法经验优先。 任职要求,任意一种计算机语言都可以～都在招哦～全国多个城市在招,偶尔加班若加班一天工作时间不超过10小时， 具体时间以项目告知为准 4.能一周左右入职 5.工作地点,善于寻求资源解决问题;对工作的熟悉度提升后，有自己创新的想法。表现出解决复杂问题的能力。6.可独立领导跨组的项目;在专业方面可以指导和培养新员工任职条件,工作稳定。入职即签合同，六险一金，社保全额，有带教！地点:北京 上海 杭州 苏州 南京 成都 武汉 西安 深圳 东莞全程线上面试，下午茶齐全，夜宵备好，城际班车。硬件开发/嵌入式开发/AI/算法/通用软件开发测试等都有职位。java/c/++/python/测试/GO/前端职位描述,开展后端服务的设计、开发、测试等工作；3、根据实际业务需求，完成各类设计文档、分析报告、ppt等材料的部分内容；4、根据部门领导安排的其他工作任务。 岗位要求,程序设计；3.根据设计文档或需求说明完成代码编写，调试，测试和维护；4.分析并解决软件开发过程中的问题；5.协助测试工程师制定测试计划，定位发现的问题；6.配合项目经理完成相关任务目标。任职要求,能提出优化建议。二、 任职要求,负责对应模块的需求管理；2、完成所负责模块的详细设计和接口设计； 3、负责分配到的开发任务或项目的进度控制；4、负责开发过程中异常情况的检核、报告、追踪和改善；5、负责自己开发的功能点的单元测试工作，并确保功能点品质。任职要求
java测试工程师,软通动力信息技术(集团)股份有限公司,8001,12000,成都,双流,华阳,本科,3-5年,10000人以上,民营,全职,2025-06-25 11:12:28,岗位职责：1. 负责软件产品的功能测试、性能测试和自动化测试2. 编写测试计划、测试用例和测试报告3. 跟踪缺陷，推动开发人员修复4. 维护和优化自动化测试框架和脚本岗位要求：1. 本科及以上学历，理工科相关专业2. 3年左右Java测试工程师工作经验3. 熟悉Java语言及常用的测试工具和框架4. 具备良好的逻辑思维能力和沟通协调能力,Boss直聘,,,,,,,,,
Java,成都迈思信息技术有限公司,10001,12000,成都,武侯,桂溪,大专,5-10年,1000-9999人,民营,全职,2025-06-24 16:32:00,1、具备良好的面向对象设计思维，JAVA基础扎实，精通I/O、多线程、集合等基础框架，熟悉JVM原理及优化；2、具有丰富的微服务开发经验及良好的高并发相关问题处理能力，熟练使用Java相关技术和框架，如Spring、Springboot、Springcloud、SpringSecurity、OAuth2.0、MyBatis等；3、熟悉常用的中间件，包括但不限于Nacos、Dubbo、Feign、K...,Boss直聘,,,,,,,,,
java后端工程师,成都高伟达信息技术有限公司,11001,14000,成都,武侯,桂溪,本科,5-10年,100-299人,上市公司,全职,2025-06-24 14:27:14,【技术要求】1.熟悉 UNIX/Linux 编程环境，熟练掌握 JAVA 编程语言； 2.熟悉主流分布式微服务框架及技术； 3.熟悉至少一种主流数据库技术，熟悉SQL脚本语言，具备性能调优能力； 4.具备一定的银行业务知识； 5.具备小型团队研发管理能力； 6.具备对中小型应用系统进行性能优化和故障诊断能 力； 7.熟悉软件项目管理/配置管理/质量管理/需求分析相关技能。评估标准：1.本科：具有软...,Boss直聘,,,,,,,,,
Java（成都 双休）,软通动力信息技术(集团)股份有限公司,10001,14000,成都,武侯,石羊,本科,3-5年,10000人以上,民营,全职,2025-06-24 18:38:05,职位描述1、精通Java语言，有丰富研发经验；2、熟悉常用的开源框架和中间件， 熟悉linux,Boss直聘,,,,,,,,,
JAVA (短期1-2个月）,成都迈思信息技术有限公司,10001,11000,成都,武侯,桂溪,大专,5-10年,1000-9999人,民营,全职,2025-06-24 15:50:24,1、具备良好的面向对象设计思维，JAVA基础扎实，精通I/O、多线程、集合等基础框架，熟悉JVM原理及优化；2、具有丰富的微服务开发经验及良好的高并发相关问题处理能力，熟练使用Java相关技术和框架，如Spring、Springboot、Springcloud、SpringSecurity、OAuth2.0、MyBatis等；3、熟悉常用的中间件，包括但不限于Nacos、Dubbo、Feign、K...,Boss直聘,,,,,,,,,
嵌入式软件开发,成都汉度科技有限公司,11001,19000,成都,武侯,桂溪,本科,3-5年,100-299人,民营,全职,2025-06-24 13:34:03,职位描述：1、负责配电终端、电力网关的嵌入式软件设计、实现、编码与维护等；2、负责所编写程序可靠性，针对综合测试结果进行软件故障的诊断、定位、分析、调试和修改；3、负责编写标准化软件产品文档。任职要求：1、本科及以上学历，电子、电气、计算机、通信等工科专业；三年以上边缘计算网关，智能网关等嵌入式开发经验，熟悉载波通信，有电力行业产品开发经验者更佳。2、熟悉多种开发语言C、C++、Python等；3...,Boss直聘,,,,,,,,,
java全栈工程师,成都隧越建设有限公司,9001,16000,成都,武侯,簇锦,本科,3-5年,100-299人,民营,全职,2025-06-24 10:05:38,一、职位描述： 1.独立完成Web系统的开发、升级和维护； 2.负责解决开发、部署和维护过程中的技术问题； 3.负责开发文档的编写和质量维护； 4.完成领导安排的其他工作。 5.配合公司出差安排。 二、任职资格： 1.计算机相关专业，本科及以上学历，3年以上 Java Web 全栈研发相关工作经验； 2.精通掌握 Java 及其相关的研发框架，如 Spring相关生态组件（SpringMVC,Boss直聘,,,,,,,,,
嵌入式软件开发工程师,成都极趣科技有限公司,7001,12000,成都,温江,天府,本科,经验不限,100-299人,股份制企业,全职,2025-06-24 10:46:55,岗位职责1. 负责mcu的固件开发；2.负责传感器C/Python库编写；3. 对已有产品的测试、分析、升级。任职要求1.计算机、通信电子、自动化等电子类相关专业本科及以上学历；2.熟悉C语言；3.熟悉至少一款MCU的系统架构与常用外设；4.熟练使用常见通信协议：UART、I2C、SPI、SDIO、USB、Modbus、CAN、MQTT等；5.用于承担，对自己的工作有较强的责任意识；6.服从管理，...,Boss直聘,,,,,,,,,
后端工程师（Java中级）,成都诸葛人才发展有限公司,10001,13000,成都,武侯,玉林,本科,3-5年,20-99人,国企,全职,2025-06-24 09:30:43,一、用工形式劳务派遣二、岗位职责 1、负责项目核心代码开发，负责后端业务规划、把控及推进项目进展； 2、参与系统需求分析与概要设计，完成详细设计及其他技术文档； 3、根据详细设计，独立完成分配模块的编码实现，解决测试中发现的bug，确保负责的模块按时交付； 4、支持项目实施与系统部署、售后工作； 5、完成项目维护及升级等具体编码工作； 6、部门负责人分配的其他工作。 三、 任职要求 1、计算机或软...,Boss直聘,,,,,,,,,
嵌入式软件开发工程师,成都森和电子科技有限公司,10001,20000,成都,双流,西航港,本科,3-5年,20-99人,民营,全职,2025-06-24 00:00:03,请注意‼️我司为单休‼️请注意‼️我司为单休‼️请注意‼️我司为单休‼️职位描述：C++软件开发1) 有3年及以上嵌入式开发经验，了解电子产品设计流程、方法和步骤。2) 熟悉C/C++语言，熟悉基于ARM系列芯片（ARM7/9/11，Cortex-A8/9）的Linux嵌入式系统移植，驱动程序编写，Api编写，GUI/应用程序编写与调试，熟悉Qt编程，并有成功项目背景。3) 具备一定通信网络知识，...,Boss直聘,,,,,,,,,
软件开发工程师,天府永兴实验室,15001,20000,成都,双流,兴隆,本科,3-5年,100-299人,事业单位,全职,2025-06-23 21:23:06,【岗位职责】1、负责相关需求、设计文档的编写；2、负责涉及技术可行性研究、难点攻关、架构设计；3、负责项目的接口对接和编码实现。【岗位要求】1、计算机相关专业本科或以上学历；2、3年以上工作经验，计算机基础良好，工作效率高，能独立完成需求分析、系统架构、系统设计、数据库设计，代码编写开发及自测；3、Java基础扎实，深入掌握IO、多线程、集合、JVM等基础知识，熟练使用SpringBoot、Spr...,Boss直聘,,,,,,,,,
服务端开发工程师 (MJ000846),东方财富,15001,28000,成都,武侯,桂溪,本科,经验不限,1000-9999人,上市公司,全职,2025-06-23 15:53:09,任职资格：1、本科及以上学历，计算机，软件等相关专业；2、具有五年以上Java开发经验，有大型互联网行业工作经验或者金融行业开发经验优先；3、精通Java JDK与J2EE相关技术，能熟练运用Spring MyBatis等框架；4、熟练掌握SQL语句，能熟练使用一种数据库（MySQL、SqlServer、Oracle）；5、具有高度的责任感，工作积极主动、学习能力强，善于总结，能承受一定的工作压力...,Boss直聘,,,,,,,,,
（F）Java服务器 云端存储,深圳市法本信息技术股份有限公司,10001,13000,成都,双流,华阳,本科,5-10年,1000-9999人,上市公司,全职,2025-06-23 15:31:42,鼎桥Java 云端存储 服务器开发 5年以上经验 可现场面试,Boss直聘,,,,,,,,,
开发运营工程师,北京领雁科技股份有限公司,8001,15000,成都,双流,正兴,本科,经验不限,1000-9999人,股份制企业,全职,2025-06-23 15:15:49,有开发或运营岗位经验优先，工作内容为分行运营工作。有银行项目开发/运营经验优先，须有银行核心，柜面，个人手机银行，零售，司库、个贷，M+，集中运营，对公线上融资相关工作经验。运营日常工作内容：1、针对系统版本优化参与小组会议总结分析（需求分析）。2、处理系统内工单（PLMP系统，智能工单系统，MMP系统，企业微信群），针对业务性较强咨询相关业务老师并记录系统知识库内（工单高价值问题登记）。3、针对...,Boss直聘,,,,,,,,,
嵌入式软件（图像应用开发）,四川中科朗星光电科技有限公司,17001,22000,成都,郫都,德源,本科,3-5年,20-99人,民营,全职,2025-06-23 14:00:11,岗位要求:1、熟练掌握嵌入式应用层开发，能独立完成新功能定义、软件架构、业务逻辑、编码实现，能进行底层驱动开发优先；2、熟悉UART、SPI、CAN、TCP/IP等通讯协议，熟悉zmq/mqtt优先；3、熟练掌握C++等编程语言，熟悉shell脚本，Makefile/Cmake，掌握交叉编译；4、熟悉Linux内核、设备树配置裁剪，熟悉嵌入式Linux系统启动流程，启动脚本编写优先；5、熟悉H26...,Boss直聘,,,,,,,,,
嵌入式软件开发工程师（mcu方向）,北京映翰通网络技术股份有限公司,7001,12000,成都,武侯,桂溪,本科,无经验,300-499人,上市公司,校园,2025-06-23 14:49:29,岗位职责1、参与公司智能电力行业物联网产品的嵌入式软件开发，协助实现产品功能与性能优化。2、协助完成软件的设计、技术选型及架构搭建，确保软件的稳定性和可扩展性。3、与团队成员合作，解决产品在开发、测试阶段遇到的技术问题，推动项目顺利进展。4、参与相关技术文档的编写和维护，确保技术知识的有效传递。任职要求1、本科及以上学历（一本以上优先），电子、电气自动化相关专业毕业，2025届毕业生2、熟悉C语言...,Boss直聘,,,,,,,,,
java全栈工程师,成都思必得信息技术有限公司,7001,10000,成都,武侯,望江路,本科,1-3年,100-299人,民营,全职,2025-06-23 13:59:07,岗位职责：1. 负责按照设计文档进行代码的编写与自测；2. 负责解决系统的BUG；3. 负责按照流程规范进行代码整合；4. 负责与关联系统的对接工作；5. 负责协助项目经理完成升级落地；任职要求：1. 统招本科及以上学历，计算机科学,Boss直聘,,,,,,,,,
嵌入式软件开发工程师,江苏路航轨道交通科技有限公司,10001,18000,成都,金牛,金泉,本科,5-10年,100-299人,民营,全职,2025-06-23 13:54:25,1、按照公司业务要求，进行设备软件的开发与调试；2、负责相关软件的设计、开发等文档的编写；3、负责产品的软件升级和维护；4、完成上级领导交付的其他工作。任职要求：1、熟悉C/C++开发语言，熟悉软件开发常用流程，有良好的编码风格;2、熟悉多线程编程、TCP/IP网络编程等常用组件的应用；3、熟悉TI 或者Freescale ARM芯片架构；4、熟悉Liunx的软件开发；有Liunx软件开发经验者优...,Boss直聘,,,,,,,,,
嵌入式软件开发（高级）,成都微泰科技有限公司,15001,25000,成都,双流,怡心,本科,5-10年,100-299人,民营,全职,2025-06-23 11:39:08,岗位职责：1、网络协议开发（包括TSN）、综合业务传输星闪信道适配等。2、负责嵌入式软件架构设计，根据项目需求，设计并开发嵌入式产品相关软件； 3、配合其他功能模块进行系统联调；4、根据项目要求，编写软件相关设计文档。任职要求：1、至少具备5年以上C/C++编程经验，熟悉数据结构、指针、链表的操作；2、熟悉Linux操作系统，熟悉进程调度、内存管理的基本原理；3、掌握传输和交换的基本原理，熟悉TC...,Boss直聘,,,,,,,,,
高级java软件工程师,成都思必得信息技术有限公司,15001,18000,成都,武侯,望江路,本科,5-10年,100-299人,民营,全职,2025-06-23 13:53:42,岗位职责：1. 高校资产及采购领域业务管理信息系统系统的架构设计、基础技术选型和核心业务功能模块开发；2. 负责公司基础业务系统的整体架构设计与优化，维护现有系统架构；制定代码规范和质量标准；推动和完善代码审查机制；提升团队研发效率与质量；3. 负责系统级产品性能优化，解决系统性能瓶颈问题；执行JVM调优、数据结构设计及SQL优化、代码重构及其他复杂系统性技术问题；4. 推动代码质量提升和规范落地...,Boss直聘,,,,,,,,,
高级嵌入式开发讲师,成都安铭汇信息技术有限公司,8001,16000,成都,双流,西航港,本科,5-10年,20-99人,合资,全职,2025-06-23 09:41:44,1.负责嵌入式开发课程的讲授（如：ARM驱动开发、STM32开发、C++/qt、人工智能嵌入式等）内容涵盖硬件基础知识(如电路原理、微处理器架构)、软件编程(C、C++等编程语言)、操作系统(Linux、RTOS 等)确保学生理解并掌握嵌入式开发的核心概念和技能。2、带领学生进行嵌入式项目实践，从项目需求分析、方案设计，到代码编写和系统调试给予全程指导，及时解答学生在实践中遇到的问题增强学生的动手...,Boss直聘,,,,,,,,,
Java 한국 국적의 개발 리더,成都恩希云科技有限公司,20001,30000,成都,武侯,桂溪,本科,10年以上,300-499人,外商独资,全职,2025-06-23 08:09:37,주요 업무- 중국 개발 조직 내 핵심 프로젝트의 기술 리딩 및 품질 책임- 한국 본사 및 외부 파트너와의 기술 커뮤니케이션 및 협업 리드- 개발자 코칭,Boss直聘,,,,,,,,,
Java工程师,成都方米科技有限公司,7001,14000,成都,青羊,文家,本科,3-5年,20-99人,民营,全职,2025-06-22 09:53:08,岗位职责 1. 参与软件项目交付 2.参与项目整体开发和计划 3. 项目团队技术培训及管理 4. 参与项目系统设计，编写核心代码 岗位资格 1.大学本科及以上，3年以上java开发经验，良好的Java基础，良好的代码编写习惯，注重代码规范 2.熟练掌握Spring、Spring Boot、Spring Cloud等主流Java框架 3.对微服务体系（Spring Cloud）的服务注册、负载均衡、...,Boss直聘,,,,,,,,,
软件开发实习工程师,深圳市智开科技有限公司,150,200,成都,双流,东升,本科,无经验,20-99人,民营,实习,2025-06-21 17:58:03,岗位职责：软件开发实习工程师（嵌入式开发岗或应用开发岗）岗位要求：1. 计算机等相关工科专业，对软件开发有浓厚兴趣；2. 熟悉计算机操作系统、网络、数据结构与算法、数据库方面的基础知识；3. 能够熟练使用JAVA或C等一种编程语言，具备基本的软件编写与调试能力;4. 熟悉一种数据库的使用；5、嵌入式岗优选熟悉网络安全、加解密码算法应聘者； 6. 实习时间不少于6个月，优选时间更长者。 优秀者可以转...,Boss直聘,,,,,,,,,
后端开发（初中级 ）,四川省天府科技云服务中心(四川省科协科技创新服务中心),5001,8000,成都,青羊,西御河,本科,1-3年,20人以下,事业单位,全职,2025-06-21 00:00:02,岗位职责1.参与平台后端微服务的开发和维护，根据产品需求和技术要求，完成功能的开发和优化；2.对后端性能进行优化，提升系统性能和稳定性；3.对后端项目的迭代和重构，提高系统可维护性和扩展性。任职要求1.精通Java语言，熟练掌握常用设计模式，能够排查和解决JVM性能问题；2.熟练使用Spring、Spring Boot、MyBatis等主流开发框架；3.熟悉Dubbo或Spring Cloud等分...,Boss直聘,,,,,,,,,
C开发,软通动力信息技术(集团)股份有限公司,10001,15000,成都,郫都,合作街道,本科,1-3年,10000人以上,民营,全职,2025-06-20 11:10:45,1、本科及以上学历，计算机相关专业，2年以上相关经验；2、具备嵌入式linux系统\驱动开发经验，熟悉arm结构；3、有扎实的嵌入式C语言开发能力，熟悉GIT,Boss直聘,,,,,,,,,
嵌入式开发工程师（成都）,合肥埃科光电科技股份有限公司,20001,30000,成都,武侯,桂溪,硕士,经验不限,300-499人,上市公司,全职,2025-06-20 10:17:03,岗位职责：1、负责嵌入式单片机程序开发，以及RTOS系统移植和程序开发；2、协助完成系统硬件设计和调试；3、调试CMOS图像传感器的图像质量。任职要求：1、硕士及以上学历，物理、电子、计算机、机械设计、精密仪器、自动控制、数学等相关专业；2、熟悉交叉编译工具链和C编程，熟悉Linux驱动开发，了解Linux内核；3、熟悉常见32位单片机程序开发；4、了解网络编程、图像处理算法者优先；5、了解pyt...,Boss直聘,,,,,,,,,
高级开发工程师,成都恒睿信息技术有限公司,12001,18000,成都,武侯,桂溪,本科,5-10年,20-99人,民营,全职,2025-06-20 10:16:19,【工作内容】1. 负责嵌入式系统的软件开发，包括需求分析、架构设计、模块化开发及代码实现；2. 参与产品的需求调研、方案设计和技术评审，确保软件设计满足产品需求；3. 编写高质量的软件代码，并进行单元测试、集成测试及性能优化；4. 解决开发过程中遇到的技术难题，提升软件的稳定性和可靠性；5. 与团队成员紧密合作，完成项目计划和任务分配，确保项目按时交付；6.对现有系统进行维护和升级，提高系统的可用...,Boss直聘,,,,,,,,,
java全栈工程师,上海杜西尼服饰有限公司,10001,20000,成都,青羊,西御河,本科,3-5年,1000-9999人,民营,全职,2025-06-20 09:01:26,岗位内容：1. 构建和完善公司的 Web 应用程序和微服务，确保系统的稳定性和可扩展性。2. 进行分布式系统设计、数据库设计和 DevOps 相关工作。3. 与其他团队成员协作，完成产品需求设计和开发实现，确保项目按进度顺利推进。4. 在代码质量、系统性能、安全性等方面持续优化，并提高团队的整体开发效率。任职要求：1. 熟练掌握 Java 或 JavaScript 等至少一门编程语言，具有相应技术...,Boss直聘,,,,,,,,,
java后端工程师,成都智小狐智能科技有限公司,15001,18000,成都,金牛,营门口,大专,5-10年,20-99人,民营,全职,2025-06-20 00:01:42,岗位职责：1. 从业务需求抽象出技术方案，指导团队落地实施并保障交付质量。2. 建立技术债务评估体系，推动系统持续重构。3. 指导中级工程师成长，评审技术方案并提供改进建议。4. 推动最佳实践落地（如代码规范、设计模式）。5. 设计团队级技术中台（如通用服务组件、DevOps 工具链）。建立技术分享与知识沉淀机制6. 定位并解决跨团队技术瓶颈（如全链路性能优化、容量规划）。7. 设计高可用容灾方案...,Boss直聘,,,,,,,,,
中高级java工程师,成都恒迈科技有限公司,10001,15000,成都,成华,二仙桥,本科,5-10年,20-99人,民营,全职,2025-06-19 16:50:46,岗位内容： 1. 负责Java应用程序的设计与开发，包括需求分析、系统设计、编码和测试等环节。2.参与数据库设计、需求讨论相关工作。 3. 研究新技术，不断提升开发效率和程序性能。 4. 改进现有系统、优化系统资源，提高系统稳定性和可靠性。 5. 参与团队内部培训、交流与分享会议，促进整个团队技术水平的提升。 6. 协助技术经理管理技术团队。 任职要求： 1.本科以上学历，5年以上年相关工作经验。...,Boss直聘,,,,,,,,,
java后端工程师,润和软件,11001,16000,成都,郫都,合作街道,本科,3-5年,1000-9999人,上市公司,全职,2025-06-19 15:06:04,岗位内容：1. 负责Java应用程序的设计与开发，包括需求分析、系统设计、编码和测试等环节。2. 研究新技术，不断提升开发效率和程序性能。3. 改进现有系统、优化系统资源，提高系统稳定性和可靠性。4. 参与团队内部培训、交流与分享会议，促进整个团队技术水平的提升。任职要求：1. 熟悉Java语言，熟练掌握Spring框架及相关开源技术。2. 具备扎实的计算机基础，熟悉数据结构、算法和网络编程等知识...,Boss直聘,,,,,,,,,
嵌入式开发工程师,成都理想境界科技有限公司,10001,12000,成都,武侯,桂溪,本科,3-5年,20-99人,其它,全职,2025-06-19 13:39:25,岗位职责 ：• 使用 C/C++ 在裸机（MCU）和 RTOS平台上，设计、开发、测试、调试嵌入式固件• 编写和维护底层驱动与 Board Support Package（BSP），包括启动加载器、外设驱动（UART、SPI、I2C、ADC/DAC、GPIO 等）• 进行硬件-软件协同设计，使用 JTAG、逻辑分析仪、示波器等工具进行系统调试与性能优化• 在 RTOS 上进行任务调度、内存管理、I...,Boss直聘,,,,,,,,,
嵌入式软件开发工程师,成都昶艾电子科技有限公司,7001,12000,成都,成华,府青路,本科,经验不限,100-299人,民营,全职,2025-06-19 13:48:59,岗位要求：1.本科及以上学历，电子电气、仪器仪表、自动化相关专业；2.熟悉单片机原理，掌握单片机典型外设，如：IIC、SPI、UART等通讯接口；3.熟悉C语言编程，熟悉常用的单片机开发软件，有一定的单片机程序开发经验；4.有一定的电路基础，熟悉模拟电路、数字电路，能看懂简单电路原理图，能使用基本的电路测试仪器；5.较强的问题分析能力，问题解决能力和学习能力；6.积极阳光，善于沟通，有责任心，良好...,Boss直聘,,,,,,,,,
高级java工程师,北京群源电力科技有限公司,12001,22000,成都,双流,怡心,本科,5-10年,300-499人,民营,全职,2025-06-19 11:00:59,⼀、岗位名称java⾼级开发⼯程师⼆、岗位概述负责公司⼯业⾃动化软件系统的核⼼功能开发与深度定制，包括分布式控制平台的⼆次开发、Web可视化界⾯的架构设计与⼯业协议集成，⽀撑智能制造、⼯业互联⽹等场景的数字化解决⽅案交付。三、岗位职责1. ⼯业控制软件平台功能扩展基于Eclipse框架的分布式控制系统开发环境，进⾏插件开发、功能模块库扩展；设计模块化控制逻辑，实现跨设备部署与系统集成；构建⾃动化应...,Boss直聘,,,,,,,,,
嵌入式软件开发工程师(A191772),成都索贝数码科技股份有限公司,15001,22000,成都,武侯,石羊,本科,3-5年,1000-9999人,民营,全职,2025-06-19 10:41:41,职位描述：1.负责嵌入式系统的软件设计和开发，包括需求分析、系统设计、编码实现及测试。2.参与嵌入式软件的架构设计，优化系统性能和资源利用。3.负责固件的调试、升级及维护工作。4.编写技术文档，支持技术团队的知识共享。5.与硬件工程师及项目管理团队紧密合作，确保项目按时按质完成。职位要求：1.计算机、电子等相关专业，本科及以上学历。2.拥有3年以上嵌入式软件开发相关工作经验。3.精通 C/C++编...,Boss直聘,,,,,,,,,
Java项目经理（上市公司）,达威股份,12001,20000,成都,武侯,石羊,本科,5-10年,1000-9999人,上市公司,全职,2025-06-19 08:33:55,工作内容:1. 独立负责数字化产品线经营，确定产品战略、定位和目标，并推动不断发展；2. 负责产品线的规划，带领团队做需求分析及产品设计工作；3. 与客户访谈、沟通，洞悉客户的业务本质；4. 参与竞品调研，持续跟进用户反馈及运营数据，不断迭代优化产品；5. 负责数字化产品线团队员工职业发展、技能提升、稳定性；6. 推动数字化产品线项目管理任职资格:教育背景: 本科及以上，计算机相关专业优先。培训经...,Boss直聘,,,,,,,,,
中高级java软件工程师,四川君林工程建设有限公司,15001,20000,成都,双流,西航港,本科,5-10年,100-299人,民营,全职,2025-06-18 22:18:52,工作职责：1、负责大型监测系统后台软件的功能需求分析、软件架构设计和优化；2、完成相关功能模块的设计、负责接口的开发维护和调试；3、系统部署、现场技术支持、客户问题响应；4、关注市场动态，收集产品的技术动态及新需求，挖掘新功能信息。岗位要求：1、本科及以上学历；电气、自控、计算机或相关电子专业；2、熟练掌握web后台系统开发核心技术，有完整的项目开发经验，能独立负责后端工作，有数据采集系统（SCA...,Boss直聘,,,,,,,,,
java初级工程师,成都明兴信息技术有限公司,4001,8000,成都,武侯,桂溪,大专,1-3年,20-99人,民营,全职,2025-06-18 18:52:59,岗位要求：1.1-3年基于java web平台开发经验2.扎实的java基础知识，有解决技术上复杂问题的能力4.熟悉spring boot、springcloud等常用框架5.有企业／政务大型项目开发经验及vue前端经验优先考虑6.有强烈的责任心和团队合作精神，具备良好的沟通能力和学习能力，积极主动，细心，有条理职位福利：周末双休、年底双薪,Boss直聘,,,,,,,,,
java,广东美的制冷设备有限公司,0,0,成都,武侯,桂溪,大专,3-5年,10000人以上,上市公司,全职,2025-06-18 15:41:18,岗位要求： 1.负责业务系统的需求分析、设计、开发等工作;设计、编码及单元测试; 2.参与新技术、新课题的研究与开发，持续提升优化系统性能， 3.有中间件使用经验，熟悉开源中间件技术应用(如Dubbo、保证系统运行的安全、稳定与效率;ZooKeeper、Redis、RocketlQ、Nacos、ElasticSearch等) 3.负责或参与初、中级工程师的指导、培训，把控项目推进的时间和进度 任职...,Boss直聘,,,,,,,,,
Java（外派民航2所）,江苏风云科技服务有限公司,11001,12000,成都,武侯,火车南站,大专,3-5年,500-999人,国企,全职,2025-06-18 15:59:49,技术能力：精通 Java 语言，熟练使用 Spring Boot、Spring Cloud 等主流框架；熟悉信创数据库，如达梦、人大金仓等，具备数据库设计、开发与优化能力；熟悉分布式系统、微服务架构，具备高并发、高可用系统开发经验；了解地图服务、数据可视化相关后端接口开发。项目经验：3 年以上 Java 后端开发经验，主导或参与过至少 1 个大型项目的后端架构设计与开发；有民航、交通、无人机相关领...,Boss直聘,,,,,,,,,
